,Date,Round,Home.Team,Home.Goals,Home.Behinds,P_Home,Away.Team,Away.Goals,Away.Behinds,P_Away,Venue,Margin,Season,Round.Type,home_win,Year,Team_Home,CP_Home,D_Home,CL_Home,I50_Home,MI5_Home,Team_Away,CP_Away,D_Away,CL_Away,I50_Away,MI5_Away,P_diff_5,CP_diff_5,D_diff_5,CL_diff_5,I50_diff_5,MI5_diff_5
917,2016-06-03,R11,North Melbourne,18,16,124,Richmond,7,12,54,Bellerive Oval,70,2016,Regular,1.0,2016,North Melbourne,157.0,380.0,35.0,72.0,14.0,Richmond,142.0,336.0,43.0,41.0,8.0,24.39999999999999,9.199999999999989,1.0,2.6000000000000014,5.200000000000003,-0.8000000000000007
918,2016-06-04,R11,Hawthorn,11,16,82,Melbourne,10,4,64,M.C.G.,18,2016,Regular,1.0,2016,Hawthorn,147.0,364.0,39.0,58.0,9.0,Melbourne,170.0,367.0,51.0,50.0,6.0,-9.0,-4.799999999999983,4.399999999999977,0.19999999999999574,3.5999999999999943,2.6000000000000014
919,2016-06-04,R11,Carlton,16,6,102,Brisbane Lions,9,10,64,Docklands,38,2016,Regular,1.0,2016,Carlton,113.0,375.0,25.0,50.0,16.0,Brisbane Lions,129.0,342.0,42.0,44.0,12.0,7.3999999999999915,1.799999999999983,39.60000000000002,3.3999999999999986,10.600000000000001,4.399999999999999
920,2016-06-04,R11,Geelong,14,14,98,GWS,14,4,88,Kardinia Park,10,2016,Regular,1.0,2016,Geelong,174.0,387.0,49.0,74.0,9.0,GWS,144.0,358.0,46.0,48.0,8.0,39.79999999999998,-2.4000000000000057,13.600000000000023,7.0,10.0,8.600000000000001
921,2016-06-04,R11,Gold Coast,6,5,41,Sydney,11,13,79,Carrara,-38,2016,Regular,0.0,2016,Gold Coast,199.0,399.0,52.0,55.0,7.0,Sydney,192.0,393.0,44.0,58.0,11.0,-8.400000000000006,-24.599999999999994,2.1999999999999886,-5.200000000000003,-5.0,4.6
922,2016-06-04,R11,Fremantle,20,6,126,Essendon,6,11,47,Subiaco,79,2016,Regular,1.0,2016,Fremantle,145.0,454.0,37.0,58.0,10.0,Essendon,127.0,375.0,30.0,38.0,7.0,12.199999999999996,20.19999999999999,-41.0,6.800000000000004,3.0,1.0
923,2016-06-05,R11,Collingwood,7,16,58,Port Adelaide,19,11,125,M.C.G.,-67,2016,Regular,0.0,2016,Collingwood,152.0,394.0,25.0,53.0,9.0,Port Adelaide,163.0,391.0,27.0,59.0,10.0,-1.4000000000000057,6.0,46.19999999999999,-6.0,-5.800000000000004,1.1999999999999993
924,2016-06-05,R11,Footscray,12,11,83,West Coast,11,9,75,Docklands,8,2016,Regular,1.0,2016,Footscray,153.0,446.0,35.0,53.0,17.0,West Coast,114.0,322.0,30.0,49.0,12.0,50.599999999999994,16.599999999999994,98.39999999999998,5.199999999999996,14.200000000000003,5.800000000000001
925,2016-06-05,R11,Adelaide,19,19,133,St Kilda,6,9,45,Adelaide Oval,88,2016,Regular,1.0,2016,Adelaide,146.0,474.0,33.0,69.0,28.0,St Kilda,108.0,298.0,22.0,30.0,8.0,31.0,17.400000000000006,-12.0,-0.7999999999999972,8.799999999999997,2.6000000000000014
926,2016-06-10,R12,Essendon,6,7,43,Hawthorn,23,13,151,Docklands,-108,2016,Regular,0.0,2016,Essendon,150.0,434.0,34.0,36.0,7.0,Hawthorn,139.0,423.0,33.0,66.0,13.0,-47.39999999999999,2.8000000000000114,49.0,-0.7999999999999972,-3.200000000000003,-3.3999999999999986
927,2016-06-11,R12,Port Adelaide,14,13,97,Footscray,15,10,100,Adelaide Oval,-3,2016,Regular,0.0,2016,Port Adelaide,161.0,385.0,34.0,55.0,13.0,Footscray,161.0,376.0,46.0,51.0,12.0,27.0,8.600000000000023,-43.39999999999998,3.0,4.200000000000003,1.5999999999999996
928,2016-06-11,R12,Brisbane Lions,9,10,64,Fremantle,23,9,147,Gabba,-83,2016,Regular,0.0,2016,Brisbane Lions,129.0,403.0,32.0,37.0,13.0,Fremantle,140.0,393.0,46.0,59.0,13.0,14.0,7.0,-23.80000000000001,-1.2000000000000028,7.199999999999996,1.8000000000000007
929,2016-06-11,R12,Geelong,15,15,105,North Melbourne,12,2,74,Docklands,31,2016,Regular,1.0,2016,Geelong,144.0,380.0,47.0,57.0,11.0,North Melbourne,107.0,321.0,33.0,43.0,11.0,34.599999999999994,8.600000000000023,35.0,8.0,11.0,4.600000000000001
930,2016-06-11,R12,West Coast,11,10,76,Adelaide,15,15,105,Subiaco,-29,2016,Regular,0.0,2016,West Coast,164.0,325.0,40.0,35.0,8.0,Adelaide,168.0,383.0,40.0,65.0,14.0,2.799999999999997,-4.400000000000006,-9.0,2.3999999999999986,7.0,7.199999999999999
931,2016-06-12,R12,St Kilda,17,8,110,Carlton,12,6,78,Docklands,32,2016,Regular,1.0,2016,St Kilda,126.0,353.0,43.0,63.0,12.0,Carlton,127.0,416.0,39.0,48.0,14.0,28.39999999999999,-0.5999999999999943,16.399999999999977,3.1999999999999993,2.5999999999999943,3.8000000000000007
932,2016-06-12,R12,Richmond,17,12,114,Gold Coast,15,7,97,M.C.G.,17,2016,Regular,1.0,2016,Richmond,146.0,403.0,33.0,53.0,21.0,Gold Coast,123.0,290.0,33.0,49.0,17.0,10.599999999999994,17.799999999999997,39.60000000000002,6.399999999999999,7.799999999999997,5.199999999999999
933,2016-06-12,R12,GWS,15,15,105,Sydney,9,9,63,Sydney Showground,42,2016,Regular,1.0,2016,GWS,159.0,388.0,41.0,61.0,12.0,Sydney,139.0,339.0,35.0,52.0,8.0,39.400000000000006,-24.599999999999994,28.600000000000023,4.600000000000001,9.399999999999999,4.4
934,2016-06-13,R12,Melbourne,16,8,104,Collingwood,8,10,58,M.C.G.,46,2016,Regular,1.0,2016,Melbourne,154.0,470.0,40.0,47.0,12.0,Collingwood,153.0,344.0,33.0,48.0,13.0,11.200000000000003,-1.8000000000000114,8.0,0.7999999999999972,3.200000000000003,2.0
935,2016-06-17,R13,North Melbourne,11,18,84,Hawthorn,14,9,93,Docklands,-9,2016,Regular,0.0,2016,North Melbourne,155.0,340.0,45.0,55.0,13.0,Hawthorn,127.0,270.0,41.0,48.0,8.0,-6.3999999999999915,13.599999999999994,-0.19999999999998863,2.5999999999999943,-1.3999999999999986,-1.0
936,2016-06-18,R13,Brisbane Lions,12,10,82,West Coast,20,11,131,Gabba,-49,2016,Regular,0.0,2016,Brisbane Lions,138.0,445.0,44.0,52.0,10.0,West Coast,125.0,335.0,32.0,57.0,16.0,13.400000000000006,0.20000000000001705,17.600000000000023,0.20000000000000284,0.7999999999999972,2.4000000000000004
937,2016-06-18,R13,Fremantle,12,14,86,Port Adelaide,9,15,69,Subiaco,17,2016,Regular,1.0,2016,Fremantle,161.0,402.0,38.0,51.0,13.0,Port Adelaide,131.0,310.0,40.0,45.0,6.0,-16.0,11.599999999999994,2.8000000000000114,5.200000000000003,-2.799999999999997,0.20000000000000107
938,2016-06-18,R13,Footscray,5,13,43,Geelong,16,4,100,Docklands,-57,2016,Regular,0.0,2016,Footscray,137.0,375.0,30.0,46.0,6.0,Geelong,125.0,385.0,36.0,44.0,20.0,15.399999999999991,16.19999999999999,75.59999999999997,3.6000000000000014,5.399999999999999,0.0
939,2016-06-19,R13,Sydney,12,14,86,Melbourne,4,7,31,S.C.G.,55,2016,Regular,1.0,2016,Sydney,186.0,387.0,46.0,51.0,10.0,Melbourne,181.0,365.0,37.0,47.0,4.0,3.200000000000003,7.400000000000006,23.0,-4.399999999999999,7.799999999999997,2.5999999999999996
940,2016-06-19,R13,Essendon,12,18,90,GWS,17,15,117,Docklands,-27,2016,Regular,0.0,2016,Essendon,138.0,346.0,35.0,56.0,16.0,GWS,144.0,375.0,35.0,60.0,9.0,-34.00000000000001,-14.0,33.80000000000001,-4.600000000000001,-4.799999999999997,-0.40000000000000036
941,2016-06-23,R14,Adelaide,12,28,100,North Melbourne,10,7,67,Adelaide Oval,33,2016,Regular,1.0,2016,Adelaide,177.0,387.0,48.0,59.0,12.0,North Melbourne,156.0,327.0,38.0,51.0,7.0,21.60000000000001,20.599999999999994,44.19999999999999,0.3999999999999986,4.600000000000001,4.199999999999999
942,2016-06-24,R14,Collingwood,12,13,85,Fremantle,5,7,37,M.C.G.,48,2016,Regular,1.0,2016,Collingwood,154.0,405.0,36.0,65.0,13.0,Fremantle,138.0,359.0,30.0,37.0,6.0,-2.5999999999999943,6.200000000000017,17.599999999999966,-9.600000000000001,0.3999999999999986,-0.20000000000000107
943,2016-06-25,R14,GWS,18,19,127,Carlton,9,11,65,Sydney Showground,62,2016,Regular,1.0,2016,GWS,151.0,380.0,45.0,65.0,14.0,Carlton,126.0,353.0,35.0,42.0,11.0,64.99999999999999,16.599999999999994,21.0,10.800000000000004,13.0,2.6000000000000014
944,2016-06-25,R14,St Kilda,14,9,93,Geelong,13,12,90,Docklands,3,2016,Regular,1.0,2016,St Kilda,130.0,355.0,35.0,54.0,13.0,Geelong,138.0,386.0,27.0,52.0,15.0,0.7999999999999972,-16.399999999999977,-3.400000000000034,-0.8000000000000043,2.200000000000003,-1.4000000000000004
945,2016-06-26,R14,Hawthorn,12,14,86,Gold Coast,8,12,60,York Park,26,2016,Regular,1.0,2016,Hawthorn,120.0,409.0,34.0,61.0,13.0,Gold Coast,136.0,330.0,39.0,47.0,10.0,20.0,14.999999999999986,52.39999999999998,8.799999999999997,16.4,1.8000000000000007
946,2016-06-30,R15,West Coast,20,10,130,Essendon,7,10,52,Subiaco,78,2016,Regular,1.0,2016,West Coast,127.0,402.0,38.0,52.0,18.0,Essendon,121.0,323.0,44.0,37.0,8.0,59.0,14.0,-31.0,7.800000000000004,10.799999999999997,8.6
947,2016-07-01,R15,Port Adelaide,14,10,94,Richmond,8,8,56,Adelaide Oval,38,2016,Regular,1.0,2016,Port Adelaide,176.0,347.0,52.0,68.0,6.0,Richmond,159.0,370.0,33.0,51.0,7.0,19.0,12.199999999999989,27.0,1.0,12.399999999999999,1.4000000000000004
948,2016-07-02,R15,Gold Coast,15,18,108,St Kilda,8,20,68,Carrara,40,2016,Regular,1.0,2016,Gold Coast,110.0,413.0,23.0,61.0,21.0,St Kilda,131.0,343.0,26.0,62.0,12.0,-3.0,3.200000000000017,-7.800000000000011,-2.6000000000000014,1.7999999999999972,2.200000000000001
949,2016-07-02,R15,Sydney,11,13,79,Footscray,13,5,83,S.C.G.,-4,2016,Regular,0.0,2016,Sydney,154.0,391.0,32.0,53.0,14.0,Footscray,155.0,392.0,41.0,56.0,8.0,17.39999999999999,16.0,-18.0,3.0,6.399999999999999,0.40000000000000036
950,2016-07-02,R15,Carlton,6,9,45,Collingwood,8,9,57,M.C.G.,-12,2016,Regular,0.0,2016,Carlton,127.0,347.0,32.0,44.0,14.0,Collingwood,119.0,365.0,28.0,41.0,12.0,2.799999999999997,-11.799999999999983,11.599999999999966,-1.6000000000000014,4.200000000000003,3.4000000000000004
951,2016-07-03,R15,Melbourne,15,8,98,Adelaide,18,12,120,M.C.G.,-22,2016,Regular,0.0,2016,Melbourne,160.0,404.0,38.0,48.0,10.0,Adelaide,145.0,370.0,39.0,53.0,16.0,-22.0,-7.800000000000011,15.199999999999989,1.8000000000000043,-4.800000000000004,0.5999999999999996
952,2016-07-07,R16,Port Adelaide,12,7,79,Hawthorn,15,11,101,Adelaide Oval,-22,2016,Regular,0.0,2016,Port Adelaide,145.0,350.0,33.0,47.0,3.0,Hawthorn,136.0,365.0,41.0,51.0,9.0,-25.19999999999999,25.19999999999999,13.600000000000023,4.200000000000003,1.7999999999999972,-2.3999999999999986
953,2016-07-08,R16,Geelong,9,6,60,Sydney,15,8,98,Kardinia Park,-38,2016,Regular,0.0,2016,Geelong,153.0,337.0,34.0,52.0,12.0,Sydney,157.0,373.0,35.0,43.0,13.0,42.2,-16.400000000000006,28.600000000000023,6.600000000000001,13.400000000000006,6.200000000000001
954,2016-07-09,R16,GWS,14,9,93,Collingwood,19,11,125,Sydney Showground,-32,2016,Regular,0.0,2016,GWS,146.0,351.0,33.0,49.0,13.0,Collingwood,159.0,393.0,42.0,67.0,18.0,45.400000000000006,10.400000000000006,36.0,8.200000000000003,12.199999999999996,1.4000000000000004
955,2016-07-09,R16,Gold Coast,22,7,139,Brisbane Lions,17,11,113,Carrara,26,2016,Regular,1.0,2016,Gold Coast,147.0,384.0,40.0,50.0,15.0,Brisbane Lions,138.0,333.0,34.0,59.0,14.0,15.400000000000006,7.800000000000011,41.400000000000034,0.4000000000000057,5.799999999999997,3.8000000000000007
956,2016-07-09,R16,Footscray,12,13,85,Richmond,11,9,75,Docklands,10,2016,Regular,1.0,2016,Footscray,127.0,396.0,38.0,48.0,7.0,Richmond,134.0,372.0,34.0,45.0,13.0,13.0,6.199999999999989,63.80000000000001,1.2000000000000028,9.0,3.4000000000000004
957,2016-07-09,R16,Melbourne,12,15,87,Fremantle,8,7,55,Marrara Oval,32,2016,Regular,1.0,2016,Melbourne,149.0,465.0,35.0,67.0,17.0,Fremantle,128.0,329.0,32.0,41.0,7.0,20.200000000000003,2.5999999999999943,34.0,-1.8000000000000043,1.1999999999999957,3.1999999999999993
958,2016-07-10,R16,Carlton,7,5,47,Adelaide,16,11,107,M.C.G.,-60,2016,Regular,0.0,2016,Carlton,142.0,350.0,35.0,51.0,6.0,Adelaide,182.0,452.0,43.0,59.0,15.0,-35.0,-16.400000000000006,-4.399999999999977,-1.6000000000000014,-1.5999999999999943,0.1999999999999993
959,2016-07-10,R16,West Coast,16,8,104,North Melbourne,11,6,72,Subiaco,32,2016,Regular,1.0,2016,West Coast,133.0,333.0,41.0,48.0,13.0,North Melbourne,137.0,334.0,46.0,48.0,11.0,46.39999999999999,3.6000000000000227,22.400000000000034,2.3999999999999986,3.0,7.200000000000001
960,2016-07-10,R16,Essendon,14,14,98,St Kilda,17,7,109,Docklands,-11,2016,Regular,0.0,2016,Essendon,162.0,369.0,36.0,55.0,11.0,St Kilda,150.0,386.0,46.0,58.0,12.0,-11.800000000000004,1.6000000000000227,31.80000000000001,5.799999999999997,0.20000000000000284,-1.3999999999999986
961,2016-07-14,R17,Sydney,10,10,70,Hawthorn,11,9,75,S.C.G.,-5,2016,Regular,0.0,2016,Sydney,160.0,374.0,38.0,54.0,11.0,Hawthorn,123.0,368.0,38.0,49.0,10.0,-27.400000000000006,30.0,33.19999999999999,0.8000000000000043,1.0,0.0
962,2016-07-15,R17,Fremantle,9,7,61,Geelong,11,12,78,Subiaco,-17,2016,Regular,0.0,2016,Fremantle,139.0,357.0,39.0,40.0,6.0,Geelong,150.0,403.0,35.0,50.0,9.0,-10.199999999999989,8.399999999999977,-5.2000000000000455,4.0,-2.4000000000000057,-5.0
963,2016-07-16,R17,Richmond,16,6,102,Essendon,11,17,83,M.C.G.,19,2016,Regular,1.0,2016,Richmond,148.0,419.0,37.0,46.0,15.0,Essendon,137.0,325.0,30.0,53.0,10.0,36.6,20.19999999999999,4.399999999999977,5.0,8.0,9.0
964,2016-07-16,R17,North Melbourne,10,17,77,Port Adelaide,16,9,105,Docklands,-28,2016,Regular,0.0,2016,North Melbourne,148.0,374.0,28.0,48.0,17.0,Port Adelaide,133.0,368.0,38.0,45.0,16.0,2.799999999999997,10.799999999999983,23.80000000000001,1.2000000000000028,-0.20000000000000284,3.0
965,2016-07-16,R17,Footscray,15,17,107,Gold Coast,8,11,59,Cazaly's Stadium,48,2016,Regular,1.0,2016,Footscray,132.0,467.0,36.0,57.0,18.0,Gold Coast,115.0,341.0,26.0,39.0,10.0,27.199999999999996,25.19999999999999,98.59999999999997,5.399999999999999,17.0,4.0
966,2016-07-16,R17,Adelaide,14,13,97,Collingwood,10,9,69,Adelaide Oval,28,2016,Regular,1.0,2016,Adelaide,158.0,386.0,41.0,57.0,19.0,Collingwood,160.0,405.0,38.0,48.0,8.0,12.799999999999997,14.0,21.599999999999966,1.5999999999999943,5.400000000000006,1.4000000000000004
967,2016-07-17,R17,Carlton,11,9,75,West Coast,12,10,82,M.C.G.,-7,2016,Regular,0.0,2016,Carlton,122.0,359.0,40.0,43.0,11.0,West Coast,121.0,330.0,37.0,48.0,13.0,-7.3999999999999915,-10.199999999999989,22.399999999999977,0.5999999999999943,-3.0,1.5999999999999996
968,2016-07-17,R17,St Kilda,15,20,110,Melbourne,11,8,74,Docklands,36,2016,Regular,1.0,2016,St Kilda,138.0,362.0,31.0,60.0,20.0,Melbourne,136.0,400.0,34.0,50.0,12.0,0.0,-40.0,-19.200000000000045,-9.0,-2.6000000000000014,6.200000000000001
969,2016-07-17,R17,Brisbane Lions,9,13,67,GWS,22,14,146,Gabba,-79,2016,Regular,0.0,2016,Brisbane Lions,148.0,329.0,39.0,50.0,10.0,GWS,200.0,445.0,52.0,77.0,21.0,-23.799999999999997,-7.400000000000006,-9.200000000000045,-3.0,-6.399999999999999,0.1999999999999993
970,2016-07-22,R18,Collingwood,12,12,84,North Melbourne,18,16,124,Docklands,-40,2016,Regular,0.0,2016,Collingwood,156.0,342.0,34.0,49.0,7.0,North Melbourne,149.0,399.0,41.0,61.0,11.0,6.3999999999999915,6.400000000000006,42.200000000000045,-10.400000000000002,4.0,-0.40000000000000036
971,2016-07-23,R18,Sydney,10,14,74,Carlton,10,8,68,S.C.G.,6,2016,Regular,1.0,2016,Sydney,168.0,378.0,45.0,54.0,6.0,Carlton,149.0,383.0,47.0,53.0,3.0,20.200000000000003,36.60000000000002,22.400000000000034,4.600000000000001,7.399999999999999,0.5999999999999996
972,2016-07-23,R18,Gold Coast,16,9,105,Fremantle,12,9,81,Carrara,24,2016,Regular,1.0,2016,Gold Coast,138.0,384.0,34.0,60.0,12.0,Fremantle,123.0,377.0,32.0,41.0,12.0,13.599999999999994,9.0,15.599999999999966,-2.799999999999997,1.2000000000000028,6.200000000000001
973,2016-07-23,R18,West Coast,10,6,66,Melbourne,8,12,60,Subiaco,6,2016,Regular,1.0,2016,West Coast,144.0,312.0,42.0,37.0,8.0,Melbourne,159.0,403.0,38.0,66.0,12.0,28.599999999999994,-20.599999999999994,-32.799999999999955,0.0,-4.599999999999994,5.4
974,2016-07-23,R18,Geelong,12,13,85,Adelaide,7,13,55,Kardinia Park,30,2016,Regular,1.0,2016,Geelong,168.0,414.0,39.0,55.0,11.0,Adelaide,150.0,347.0,42.0,46.0,6.0,-7.0,-2.0,-2.1999999999999886,5.800000000000004,4.0,-0.5999999999999996
975,2016-07-23,R18,Footscray,9,6,60,St Kilda,11,9,75,Docklands,-15,2016,Regular,0.0,2016,Footscray,142.0,372.0,34.0,50.0,6.0,St Kilda,145.0,391.0,33.0,48.0,9.0,11.0,7.599999999999994,61.19999999999999,3.0,6.0,2.0
976,2016-07-24,R18,Essendon,12,19,91,Brisbane Lions,20,8,128,Docklands,-37,2016,Regular,0.0,2016,Essendon,148.0,353.0,33.0,66.0,16.0,Brisbane Lions,156.0,372.0,47.0,54.0,11.0,-2.6000000000000085,5.800000000000011,53.80000000000001,2.0,3.200000000000003,0.0
977,2016-07-24,R18,Hawthorn,16,18,114,Richmond,5,14,44,M.C.G.,70,2016,Regular,1.0,2016,Hawthorn,125.0,433.0,30.0,56.0,14.0,Richmond,132.0,334.0,37.0,37.0,11.0,15.600000000000009,-9.599999999999994,7.599999999999966,3.0,12.0,0.7999999999999989
978,2016-07-24,R18,Port Adelaide,9,6,60,GWS,11,13,79,Adelaide Oval,-19,2016,Regular,0.0,2016,Port Adelaide,159.0,376.0,49.0,58.0,6.0,GWS,187.0,388.0,46.0,59.0,5.0,-7.799999999999997,4.800000000000011,-8.0,0.0,1.8000000000000043,-1.0
979,2016-07-29,R19,Geelong,16,7,103,Footscray,11,12,78,Kardinia Park,25,2016,Regular,1.0,2016,Geelong,177.0,396.0,38.0,47.0,11.0,Footscray,150.0,367.0,33.0,53.0,7.0,5.400000000000006,3.200000000000017,-23.0,4.399999999999999,6.0,0.5999999999999996
980,2016-07-30,R19,GWS,17,9,111,Richmond,3,5,23,Manuka Oval,88,2016,Regular,1.0,2016,GWS,130.0,393.0,38.0,64.0,16.0,Richmond,117.0,339.0,29.0,38.0,7.0,47.60000000000001,7.399999999999977,26.600000000000023,5.199999999999996,13.600000000000001,1.5999999999999996
981,2016-07-30,R19,Hawthorn,10,14,74,Carlton,7,13,55,York Park,19,2016,Regular,1.0,2016,Hawthorn,112.0,353.0,22.0,52.0,13.0,Carlton,127.0,381.0,31.0,47.0,15.0,19.39999999999999,0.8000000000000114,7.599999999999966,-1.7999999999999972,8.599999999999994,2.799999999999999
982,2016-07-30,R19,Collingwood,13,13,91,West Coast,11,6,72,M.C.G.,19,2016,Regular,1.0,2016,Collingwood,150.0,412.0,47.0,47.0,12.0,West Coast,116.0,322.0,28.0,47.0,12.0,-15.400000000000006,17.19999999999999,44.60000000000002,-5.400000000000002,1.3999999999999986,-2.1999999999999993
983,2016-07-30,R19,North Melbourne,12,13,85,St Kilda,8,14,62,Docklands,23,2016,Regular,1.0,2016,North Melbourne,135.0,371.0,34.0,44.0,13.0,St Kilda,126.0,324.0,26.0,57.0,12.0,26.599999999999994,15.600000000000023,3.599999999999966,3.200000000000003,7.0,4.4
984,2016-07-30,R19,Brisbane Lions,11,13,79,Port Adelaide,25,23,173,Gabba,-94,2016,Regular,0.0,2016,Brisbane Lions,128.0,289.0,40.0,48.0,11.0,Port Adelaide,158.0,408.0,43.0,77.0,30.0,-29.200000000000003,-0.20000000000001705,20.400000000000034,-0.6000000000000014,-6.599999999999994,-0.40000000000000036
985,2016-07-31,R19,Melbourne,9,12,66,Gold Coast,9,10,64,M.C.G.,2,2016,Regular,1.0,2016,Melbourne,131.0,387.0,37.0,53.0,19.0,Gold Coast,141.0,310.0,25.0,41.0,10.0,33.400000000000006,23.000000000000014,96.79999999999995,4.399999999999999,11.800000000000004,2.8000000000000007
986,2016-07-31,R19,Fremantle,7,5,47,Sydney,21,11,137,Subiaco,-90,2016,Regular,0.0,2016,Fremantle,154.0,413.0,44.0,43.0,4.0,Sydney,188.0,457.0,39.0,63.0,12.0,-2.799999999999997,-10.199999999999989,8.799999999999955,2.8000000000000043,-0.19999999999999574,-0.5999999999999996
987,2016-07-31,R19,Adelaide,22,11,143,Essendon,9,7,61,Adelaide Oval,82,2016,Regular,1.0,2016,Adelaide,156.0,457.0,35.0,65.0,16.0,Essendon,136.0,363.0,40.0,45.0,13.0,42.0,30.80000000000001,26.0,9.399999999999999,15.200000000000003,9.2
988,2016-08-05,R20,Richmond,14,8,92,Collingwood,11,11,77,M.C.G.,15,2016,Regular,1.0,2016,Richmond,127.0,425.0,27.0,39.0,15.0,Collingwood,117.0,328.0,38.0,48.0,7.0,2.799999999999997,-0.4000000000000057,-2.1999999999999886,0.20000000000000284,-6.399999999999999,2.0
989,2016-08-06,R20,Sydney,14,16,100,Port Adelaide,4,9,33,S.C.G.,67,2016,Regular,1.0,2016,Sydney,186.0,455.0,45.0,69.0,10.0,Port Adelaide,132.0,334.0,32.0,36.0,7.0,-38.599999999999994,25.599999999999994,16.599999999999966,4.799999999999997,-3.3999999999999986,-5.0
990,2016-08-06,R20,Melbourne,17,8,110,Hawthorn,11,15,81,M.C.G.,29,2016,Regular,1.0,2016,Melbourne,151.0,431.0,41.0,46.0,13.0,Hawthorn,126.0,324.0,31.0,50.0,10.0,-24.799999999999997,9.799999999999983,53.0,-3.0,-1.3999999999999986,2.799999999999999
991,2016-08-06,R20,Gold Coast,13,6,84,GWS,14,8,92,Carrara,-8,2016,Regular,0.0,2016,Gold Coast,140.0,380.0,33.0,47.0,10.0,GWS,147.0,401.0,44.0,53.0,13.0,-9.599999999999994,-18.0,-1.3999999999999773,-5.200000000000003,-7.0,3.1999999999999993
992,2016-08-06,R20,Footscray,9,7,61,North Melbourne,7,5,47,Docklands,14,2016,Regular,1.0,2016,Footscray,132.0,337.0,25.0,59.0,12.0,North Melbourne,136.0,421.0,31.0,45.0,7.0,-4.800000000000011,-0.4000000000000057,71.39999999999998,-6.199999999999996,-0.20000000000000284,1.6000000000000014
993,2016-08-06,R20,Adelaide,27,15,177,Brisbane Lions,6,3,39,Adelaide Oval,138,2016,Regular,1.0,2016,Adelaide,155.0,477.0,35.0,73.0,19.0,Brisbane Lions,141.0,284.0,39.0,29.0,3.0,29.599999999999994,15.200000000000017,74.60000000000002,0.6000000000000014,11.799999999999997,7.800000000000001
994,2016-08-07,R20,Carlton,7,9,51,St Kilda,19,8,122,M.C.G.,-71,2016,Regular,0.0,2016,Carlton,126.0,380.0,33.0,41.0,7.0,St Kilda,129.0,404.0,31.0,54.0,27.0,2.799999999999997,-4.0,15.400000000000034,4.199999999999996,-1.3999999999999986,0.8000000000000007
995,2016-08-07,R20,Geelong,15,10,100,Essendon,4,10,34,Docklands,66,2016,Regular,1.0,2016,Geelong,128.0,404.0,28.0,58.0,22.0,Essendon,101.0,354.0,35.0,37.0,12.0,29.0,35.79999999999998,26.600000000000023,8.0,14.399999999999999,1.200000000000001
996,2016-08-07,R20,Fremantle,9,10,64,West Coast,17,8,110,Subiaco,-46,2016,Regular,0.0,2016,Fremantle,131.0,369.0,39.0,44.0,8.0,West Coast,132.0,378.0,31.0,60.0,14.0,-17.799999999999997,21.000000000000014,60.0,4.399999999999999,-5.399999999999999,-5.199999999999999
997,2016-08-12,R21,Footscray,14,11,95,Collingwood,14,8,92,Docklands,3,2016,Regular,1.0,2016,Footscray,147.0,368.0,40.0,50.0,14.0,Collingwood,146.0,386.0,33.0,51.0,14.0,-6.0,-7.599999999999994,22.399999999999977,-3.1999999999999957,1.6000000000000014,-1.799999999999999
998,2016-08-13,R21,Brisbane Lions,15,9,99,Carlton,13,17,95,Gabba,4,2016,Regular,1.0,2016,Brisbane Lions,137.0,295.0,36.0,46.0,14.0,Carlton,148.0,329.0,43.0,68.0,14.0,13.399999999999999,10.800000000000011,-16.200000000000045,2.5999999999999943,0.0,0.20000000000000107
999,2016-08-13,R21,Hawthorn,14,12,96,North Melbourne,8,9,57,M.C.G.,39,2016,Regular,1.0,2016,Hawthorn,131.0,420.0,37.0,54.0,11.0,North Melbourne,138.0,336.0,33.0,47.0,9.0,5.400000000000006,-9.599999999999994,25.0,-5.0,6.600000000000001,2.799999999999999
1000,2016-08-13,R21,GWS,14,12,96,West Coast,14,13,97,Sydney Showground,-1,2016,Regular,0.0,2016,GWS,148.0,392.0,44.0,59.0,15.0,West Coast,132.0,325.0,41.0,58.0,11.0,12.799999999999997,21.400000000000006,44.200000000000045,7.0,5.799999999999997,0.0
1001,2016-08-13,R21,St Kilda,11,10,76,Sydney,23,8,146,Docklands,-70,2016,Regular,0.0,2016,St Kilda,142.0,362.0,34.0,48.0,10.0,Sydney,154.0,459.0,39.0,60.0,25.0,15.399999999999991,-37.19999999999999,-22.399999999999977,-0.7999999999999972,6.599999999999994,5.800000000000001
1002,2016-08-13,R21,Port Adelaide,8,6,54,Melbourne,13,16,94,Adelaide Oval,-40,2016,Regular,0.0,2016,Port Adelaide,125.0,360.0,32.0,49.0,8.0,Melbourne,147.0,402.0,43.0,56.0,18.0,5.400000000000006,-3.1999999999999886,-19.399999999999977,-0.8000000000000043,-1.0,-1.6000000000000014
1003,2016-08-14,R21,Essendon,11,9,75,Gold Coast,9,15,69,Docklands,6,2016,Regular,1.0,2016,Essendon,136.0,438.0,28.0,44.0,11.0,Gold Coast,153.0,373.0,35.0,69.0,12.0,10.799999999999997,19.0,52.39999999999998,4.600000000000001,9.800000000000004,0.40000000000000036
1004,2016-08-14,R21,Richmond,12,6,78,Geelong,10,22,82,M.C.G.,-4,2016,Regular,0.0,2016,Richmond,115.0,378.0,24.0,39.0,4.0,Geelong,139.0,400.0,32.0,66.0,12.0,13.200000000000003,3.5999999999999943,3.8000000000000114,1.3999999999999986,-4.399999999999999,3.200000000000001
