,Date,Round,Home.Team,Home.Goals,Home.Behinds,P_Home,Away.Team,Away.Goals,Away.Behinds,P_Away,Venue,Margin,Season,Round.Type,home_win,Year,Team_Home,CP_Home,D_Home,CL_Home,I50_Home,MI5_Home,Team_Away,CP_Away,D_Away,CL_Away,I50_Away,MI5_Away,P_diff_5,CP_diff_5,D_diff_5,CL_diff_5,I50_diff_5,MI5_diff_5
391,2013-08-24,R22,Carlton,9,22,76,Essendon,12,10,82,M.C.G.,-6,2013,Regular,0.0,2013,Carlton,169.0,334.0,34.0,48.0,13.0,Essendon,131.0,358.0,31.0,56.0,12.0,-3.4000000000000057,-7.0,-24.399999999999977,-5.399999999999999,-7.800000000000004,4.0
392,2013-08-24,R22,Fremantle,21,8,134,Port Adelaide,9,6,60,Subiaco,74,2013,Regular,1.0,2013,Fremantle,149.0,388.0,35.0,45.0,9.0,Port Adelaide,141.0,353.0,47.0,42.0,7.0,-7.200000000000003,3.4000000000000057,36.599999999999966,-6.799999999999997,-7.0,0.6000000000000014
393,2013-08-25,R22,St Kilda,17,14,116,Gold Coast,10,10,70,Docklands,46,2013,Regular,1.0,2013,St Kilda,127.0,419.0,32.0,63.0,24.0,Gold Coast,107.0,333.0,30.0,35.0,11.0,5.0,-6.000000000000014,19.400000000000034,-1.6000000000000014,-0.20000000000000284,3.5999999999999996
394,2013-08-25,R22,GWS,6,6,42,Richmond,25,13,163,Sydney Showground,-121,2013,Regular,0.0,2013,GWS,114.0,318.0,33.0,39.0,1.0,Richmond,136.0,424.0,35.0,55.0,29.0,-5.599999999999994,-0.20000000000001705,-4.599999999999966,0.0,-7.600000000000001,-3.0
395,2013-08-25,R22,Brisbane Lions,15,10,100,Footscray,13,15,93,Gabba,7,2013,Regular,1.0,2013,Brisbane Lions,128.0,342.0,34.0,49.0,10.0,Footscray,148.0,324.0,50.0,63.0,6.0,24.400000000000006,-13.400000000000006,-16.600000000000023,-4.600000000000001,5.400000000000006,-0.40000000000000036
396,2013-08-30,R23,Sydney,16,4,100,Hawthorn,17,10,112,Stadium Australia,-12,2013,Regular,0.0,2013,Sydney,154.0,351.0,41.0,57.0,8.0,Hawthorn,156.0,377.0,44.0,51.0,17.0,-4.599999999999994,22.799999999999983,-6.599999999999966,1.0,1.7999999999999972,2.4000000000000004
397,2013-08-31,R23,St Kilda,16,16,112,Fremantle,6,5,41,Docklands,71,2013,Regular,1.0,2013,St Kilda,143.0,520.0,29.0,61.0,27.0,Fremantle,115.0,291.0,29.0,27.0,7.0,-4.6000000000000085,-12.0,9.199999999999989,0.5999999999999943,3.0,4.0
398,2013-08-31,R23,Geelong,15,22,112,Brisbane Lions,17,9,111,Kardinia Park,1,2013,Regular,1.0,2013,Geelong,155.0,378.0,46.0,61.0,10.0,Brisbane Lions,119.0,361.0,39.0,44.0,13.0,35.39999999999999,9.400000000000006,43.799999999999955,3.200000000000003,10.399999999999999,3.4000000000000004
399,2013-08-31,R23,Port Adelaide,15,13,103,Carlton,15,14,104,Football Park,-1,2013,Regular,0.0,2013,Port Adelaide,115.0,365.0,27.0,47.0,21.0,Carlton,129.0,276.0,44.0,51.0,15.0,-5.799999999999997,4.0,45.0,-4.600000000000001,-3.0,0.20000000000000107
400,2013-08-31,R23,Essendon,9,11,65,Richmond,15,14,104,M.C.G.,-39,2013,Regular,0.0,2013,Essendon,83.0,341.0,24.0,45.0,16.0,Richmond,128.0,413.0,34.0,58.0,20.0,-12.599999999999994,0.4000000000000057,25.80000000000001,-4.199999999999996,-2.0,-1.799999999999999
401,2013-08-31,R23,West Coast,5,13,43,Adelaide,19,15,129,Subiaco,-86,2013,Regular,0.0,2013,West Coast,132.0,337.0,35.0,35.0,4.0,Adelaide,144.0,402.0,43.0,64.0,11.0,0.0,6.800000000000011,-21.399999999999977,1.3999999999999986,-7.0,2.1999999999999993
402,2013-09-01,R23,Gold Coast,22,14,146,GWS,9,9,63,Carrara,83,2013,Regular,1.0,2013,Gold Coast,125.0,391.0,38.0,61.0,16.0,GWS,121.0,353.0,39.0,36.0,11.0,28.400000000000006,29.0,36.0,8.399999999999999,19.4,2.3999999999999995
403,2013-09-01,R23,Collingwood,17,12,114,North Melbourne,19,11,125,M.C.G.,-11,2013,Regular,0.0,2013,Collingwood,117.0,338.0,27.0,50.0,17.0,North Melbourne,113.0,387.0,41.0,52.0,16.0,16.200000000000003,6.400000000000006,41.80000000000001,-3.0,9.600000000000001,3.200000000000001
404,2013-09-01,R23,Footscray,16,11,107,Melbourne,13,9,87,Docklands,20,2013,Regular,1.0,2013,Footscray,148.0,404.0,47.0,52.0,12.0,Melbourne,103.0,295.0,29.0,37.0,10.0,35.400000000000006,13.799999999999983,57.0,5.600000000000001,13.799999999999997,6.200000000000001
405,2013-09-06,QF,Hawthorn,15,15,105,Sydney,7,9,51,M.C.G.,54,2013,Finals,1.0,2013,Hawthorn,133.0,407.0,31.0,54.0,20.0,Sydney,139.0,315.0,45.0,38.0,8.0,16.200000000000003,-20.400000000000006,-17.600000000000023,-7.399999999999999,1.0,7.199999999999999
406,2013-09-07,QF,Fremantle,12,15,87,Geelong,9,18,72,Kardinia Park,15,2013,Finals,1.0,2013,Fremantle,150.0,331.0,43.0,51.0,7.0,Geelong,139.0,362.0,22.0,55.0,8.0,-1.4000000000000057,-2.0,29.19999999999999,-2.799999999999997,-10.399999999999999,0.40000000000000036
407,2013-09-07,EF,Port Adelaide,12,15,87,Collingwood,9,9,63,M.C.G.,24,2013,Finals,1.0,2013,Port Adelaide,119.0,352.0,35.0,43.0,17.0,Collingwood,125.0,316.0,39.0,58.0,16.0,4.200000000000003,-4.0,2.0,-1.6000000000000014,1.0,0.40000000000000036
408,2013-09-08,EF,Carlton,18,8,116,Richmond,14,12,96,M.C.G.,20,2013,Finals,1.0,2013,Carlton,137.0,292.0,49.0,45.0,14.0,Richmond,129.0,320.0,38.0,51.0,13.0,-14.199999999999989,12.199999999999989,-48.80000000000001,-4.600000000000001,-7.0,-4.800000000000001
409,2013-09-13,SF,Geelong,13,18,96,Port Adelaide,12,8,80,M.C.G.,16,2013,Finals,1.0,2013,Geelong,142.0,368.0,31.0,65.0,13.0,Port Adelaide,128.0,341.0,32.0,39.0,10.0,22.39999999999999,13.799999999999983,42.19999999999999,-2.6000000000000014,12.0,0.1999999999999993
410,2013-09-14,SF,Sydney,13,8,86,Carlton,8,14,62,Stadium Australia,24,2013,Finals,1.0,2013,Sydney,159.0,442.0,38.0,62.0,11.0,Carlton,151.0,345.0,40.0,56.0,8.0,17.599999999999994,-0.5999999999999943,51.0,-5.399999999999999,3.1999999999999957,4.800000000000001
411,2013-09-20,PF,Hawthorn,14,18,102,Geelong,15,7,97,M.C.G.,5,2013,Finals,1.0,2013,Hawthorn,130.0,383.0,36.0,64.0,16.0,Geelong,129.0,292.0,32.0,42.0,6.0,14.599999999999994,-11.0,-4.399999999999977,2.3999999999999986,-5.200000000000003,6.600000000000001
412,2013-09-21,PF,Fremantle,14,15,99,Sydney,11,8,74,Subiaco,25,2013,Finals,1.0,2013,Fremantle,155.0,388.0,42.0,42.0,13.0,Sydney,134.0,352.0,34.0,39.0,12.0,18.19999999999999,-9.800000000000011,27.80000000000001,-6.799999999999997,-1.5999999999999943,2.5999999999999996
413,2013-09-28,GF,Hawthorn,11,11,77,Fremantle,8,14,62,M.C.G.,15,2013,Finals,1.0,2013,Hawthorn,142.0,337.0,42.0,45.0,11.0,Fremantle,136.0,333.0,34.0,44.0,17.0,3.8000000000000114,-9.799999999999997,8.0,1.0,6.799999999999997,5.000000000000002
414,2014-03-14,R1,Collingwood,5,16,46,Fremantle,17,14,116,Docklands,-70,2014,Regular,0.0,2014,Collingwood,145.0,357.0,38.0,47.0,9.0,Fremantle,144.0,364.0,33.0,65.0,14.0,31.200000000000003,9.0,44.39999999999998,-0.8000000000000007,10.399999999999999,3.0
415,2014-03-15,R1,GWS,15,9,99,Sydney,9,13,67,Sydney Showground,32,2014,Regular,1.0,2014,GWS,168.0,348.0,55.0,51.0,8.0,Sydney,158.0,320.0,37.0,51.0,8.0,-8.799999999999997,-19.200000000000017,-4.399999999999977,-2.8000000000000043,-1.8000000000000043,-2.5999999999999996
416,2014-03-15,R1,Gold Coast,12,15,87,Richmond,10,9,69,Carrara,18,2014,Regular,1.0,2014,Gold Coast,156.0,374.0,30.0,48.0,11.0,Richmond,150.0,406.0,47.0,58.0,9.0,-10.399999999999991,-5.400000000000006,-28.599999999999966,-2.3999999999999986,-0.7999999999999972,-7.000000000000002
417,2014-03-16,R1,Carlton,12,15,87,Port Adelaide,18,12,120,Docklands,-33,2014,Regular,0.0,2014,Carlton,141.0,310.0,42.0,43.0,15.0,Port Adelaide,143.0,362.0,42.0,47.0,14.0,4.6000000000000085,14.599999999999994,-12.599999999999966,-2.0,2.1999999999999957,0.5999999999999996
418,2014-03-20,R1,Geelong,18,11,119,Adelaide,12,9,81,Kardinia Park,38,2014,Regular,1.0,2014,Geelong,149.0,364.0,38.0,62.0,13.0,Adelaide,133.0,370.0,34.0,47.0,10.0,15.0,3.5999999999999943,9.800000000000011,-1.8000000000000043,6.600000000000001,2.0
419,2014-03-21,R1,North Melbourne,9,6,60,Essendon,15,9,99,Docklands,-39,2014,Regular,0.0,2014,North Melbourne,110.0,291.0,30.0,40.0,4.0,Essendon,154.0,450.0,52.0,60.0,12.0,18.799999999999997,-1.5999999999999943,29.80000000000001,-1.5999999999999943,-1.8000000000000043,7.399999999999999
420,2014-03-22,R1,Hawthorn,21,13,139,Brisbane Lions,13,13,91,York Park,48,2014,Regular,1.0,2014,Hawthorn,138.0,398.0,41.0,53.0,22.0,Brisbane Lions,123.0,312.0,39.0,50.0,12.0,8.599999999999994,-3.0,31.599999999999966,-0.7999999999999972,4.0,7.0
421,2014-03-22,R1,St Kilda,10,8,68,Melbourne,6,15,51,Docklands,17,2014,Regular,1.0,2014,St Kilda,125.0,348.0,40.0,38.0,8.0,Melbourne,121.0,408.0,30.0,47.0,10.0,29.400000000000006,2.1999999999999886,88.60000000000002,-0.5999999999999943,14.799999999999997,9.2
422,2014-03-23,R1,West Coast,21,8,134,Footscray,11,3,69,Subiaco,65,2014,Regular,1.0,2014,West Coast,160.0,388.0,42.0,59.0,13.0,Footscray,125.0,395.0,42.0,37.0,8.0,-17.39999999999999,-12.0,-25.599999999999966,-7.399999999999999,-14.799999999999997,-1.0
423,2014-03-27,R2,Richmond,14,14,98,Carlton,12,14,86,M.C.G.,12,2014,Regular,1.0,2014,Richmond,141.0,350.0,42.0,52.0,9.0,Carlton,145.0,329.0,43.0,59.0,15.0,-10.400000000000006,0.0,49.0,-2.3999999999999986,-2.8000000000000043,0.20000000000000107
424,2014-03-28,R2,Essendon,12,14,86,Hawthorn,13,12,90,Docklands,-4,2014,Regular,0.0,2014,Essendon,129.0,411.0,40.0,51.0,7.0,Hawthorn,123.0,314.0,43.0,49.0,11.0,-38.19999999999999,-8.199999999999989,-12.800000000000011,-5.799999999999997,-7.799999999999997,-2.0
425,2014-03-29,R2,St Kilda,15,5,95,GWS,13,10,88,Docklands,7,2014,Regular,1.0,2014,St Kilda,147.0,367.0,40.0,50.0,15.0,GWS,141.0,354.0,37.0,52.0,7.0,33.199999999999996,11.799999999999997,78.60000000000002,-0.8000000000000043,17.4,9.600000000000001
426,2014-03-29,R2,Port Adelaide,19,13,127,Adelaide,11,7,73,Adelaide Oval,54,2014,Regular,1.0,2014,Port Adelaide,154.0,369.0,32.0,52.0,14.0,Adelaide,128.0,362.0,35.0,56.0,11.0,-1.6000000000000085,-3.5999999999999943,-0.4000000000000341,-2.200000000000003,-0.6000000000000014,6.6
427,2014-03-29,R2,Sydney,10,9,69,Collingwood,12,17,89,Stadium Australia,-20,2014,Regular,0.0,2014,Sydney,141.0,371.0,44.0,50.0,10.0,Collingwood,146.0,352.0,37.0,50.0,10.0,8.400000000000006,5.200000000000017,12.400000000000034,-0.5999999999999943,1.0,-0.8000000000000007
428,2014-03-29,R2,Fremantle,12,15,87,Gold Coast,5,9,39,Subiaco,48,2014,Regular,1.0,2014,Fremantle,183.0,357.0,43.0,61.0,9.0,Gold Coast,169.0,312.0,49.0,45.0,3.0,29.200000000000003,19.80000000000001,52.0,1.2000000000000028,0.3999999999999986,1.5999999999999996
429,2014-03-30,R2,Brisbane Lions,10,8,68,Geelong,13,15,93,Gabba,-25,2014,Regular,0.0,2014,Brisbane Lions,152.0,328.0,46.0,44.0,9.0,Geelong,153.0,326.0,39.0,53.0,13.0,22.0,-11.399999999999977,8.799999999999955,3.0,4.200000000000003,3.0
430,2014-03-30,R2,Melbourne,4,6,30,West Coast,18,15,123,M.C.G.,-93,2014,Regular,0.0,2014,Melbourne,130.0,391.0,31.0,39.0,9.0,West Coast,129.0,386.0,39.0,53.0,7.0,-19.400000000000006,-18.0,-41.0,-6.200000000000003,-9.0,-3.3999999999999995
431,2014-03-30,R2,Footscray,8,6,54,North Melbourne,12,11,83,Docklands,-29,2014,Regular,0.0,2014,Footscray,123.0,346.0,32.0,42.0,7.0,North Melbourne,127.0,364.0,38.0,44.0,14.0,-5.400000000000006,18.599999999999994,33.200000000000045,4.199999999999996,3.799999999999997,0.8000000000000007
432,2014-04-04,R3,Hawthorn,21,11,137,Fremantle,11,13,79,M.C.G.,58,2014,Regular,1.0,2014,Hawthorn,154.0,492.0,41.0,54.0,10.0,Fremantle,127.0,311.0,36.0,49.0,13.0,14.800000000000011,-0.20000000000001705,22.400000000000034,3.0,2.0,4.600000000000001
433,2014-04-05,R3,Adelaide,9,17,71,Sydney,21,8,134,Adelaide Oval,-63,2014,Regular,0.0,2014,Adelaide,135.0,374.0,42.0,53.0,10.0,Sydney,133.0,347.0,38.0,45.0,13.0,18.200000000000003,-0.5999999999999943,38.599999999999966,-0.6000000000000014,11.200000000000003,1.0
434,2014-04-05,R3,Footscray,15,10,100,Richmond,15,8,98,Docklands,2,2014,Regular,1.0,2014,Footscray,127.0,313.0,45.0,44.0,11.0,Richmond,129.0,306.0,46.0,47.0,18.0,-7.3999999999999915,6.399999999999977,7.199999999999989,-1.2000000000000028,-2.200000000000003,-3.8000000000000007
435,2014-04-05,R3,Gold Coast,17,12,114,Brisbane Lions,9,7,61,Carrara,53,2014,Regular,1.0,2014,Gold Coast,171.0,387.0,51.0,58.0,8.0,Brisbane Lions,136.0,358.0,40.0,41.0,5.0,10.599999999999994,3.0,23.599999999999966,0.4000000000000057,1.0,-0.5999999999999996
436,2014-04-05,R3,Collingwood,11,10,76,Geelong,12,15,87,M.C.G.,-11,2014,Regular,0.0,2014,Collingwood,129.0,342.0,32.0,42.0,14.0,Geelong,138.0,371.0,33.0,56.0,15.0,9.0,-1.200000000000017,38.80000000000001,-2.0,0.6000000000000014,6.0
437,2014-04-05,R3,West Coast,12,11,83,St Kilda,8,10,58,Subiaco,25,2014,Regular,1.0,2014,West Coast,137.0,328.0,37.0,43.0,13.0,St Kilda,148.0,346.0,42.0,38.0,8.0,22.200000000000003,10.199999999999989,3.1999999999999886,0.6000000000000014,3.3999999999999986,1.8000000000000007
438,2014-04-06,R3,GWS,10,19,79,Melbourne,7,5,47,Sydney Showground,32,2014,Regular,1.0,2014,GWS,163.0,351.0,61.0,59.0,8.0,Melbourne,154.0,314.0,36.0,39.0,7.0,14.200000000000003,14.0,-5.2000000000000455,8.800000000000004,0.6000000000000014,-2.1999999999999993
439,2014-04-06,R3,North Melbourne,14,13,97,Port Adelaide,13,12,90,Docklands,7,2014,Regular,1.0,2014,North Melbourne,143.0,419.0,50.0,51.0,8.0,Port Adelaide,135.0,363.0,35.0,57.0,12.0,4.799999999999997,-1.6000000000000227,20.0,-5.0,4.0,0.5999999999999996
440,2014-04-06,R3,Essendon,21,12,138,Carlton,8,9,57,M.C.G.,81,2014,Regular,1.0,2014,Essendon,125.0,446.0,40.0,55.0,21.0,Carlton,123.0,317.0,42.0,29.0,7.0,-20.599999999999994,-21.200000000000017,32.60000000000002,-8.600000000000001,-10.799999999999997,-1.4000000000000004
441,2014-04-11,R4,Richmond,10,12,72,Collingwood,16,14,110,M.C.G.,-38,2014,Regular,0.0,2014,Richmond,152.0,333.0,47.0,47.0,5.0,Collingwood,148.0,336.0,37.0,54.0,15.0,2.799999999999997,5.0,17.19999999999999,0.4000000000000057,-3.5999999999999943,-2.0
442,2014-04-12,R4,Carlton,7,16,58,Melbourne,12,9,81,M.C.G.,-23,2014,Regular,0.0,2014,Carlton,135.0,374.0,39.0,47.0,3.0,Melbourne,123.0,323.0,25.0,45.0,11.0,26.799999999999997,17.799999999999997,-22.599999999999966,7.399999999999999,3.3999999999999986,3.200000000000001
443,2014-04-12,R4,Port Adelaide,24,15,159,Brisbane Lions,7,4,46,Adelaide Oval,113,2014,Regular,1.0,2014,Port Adelaide,148.0,447.0,35.0,63.0,28.0,Brisbane Lions,104.0,333.0,32.0,28.0,4.0,20.400000000000006,9.599999999999994,37.60000000000002,-2.0,7.600000000000001,6.600000000000001
444,2014-04-12,R4,GWS,12,11,83,Footscray,17,8,110,Manuka Oval,-27,2014,Regular,0.0,2014,GWS,146.0,335.0,37.0,58.0,7.0,Footscray,144.0,404.0,33.0,50.0,10.0,-4.200000000000003,0.0,-22.399999999999977,3.0,-4.200000000000003,-2.0
445,2014-04-12,R4,Geelong,16,11,107,West Coast,4,8,32,Kardinia Park,75,2014,Regular,1.0,2014,Geelong,150.0,427.0,31.0,62.0,21.0,West Coast,130.0,314.0,27.0,32.0,4.0,20.39999999999999,8.200000000000017,10.399999999999977,-1.7999999999999972,9.399999999999999,1.799999999999999
446,2014-04-12,R4,Gold Coast,7,7,49,Hawthorn,23,10,148,Carrara,-99,2014,Regular,0.0,2014,Gold Coast,144.0,340.0,39.0,53.0,3.0,Hawthorn,175.0,465.0,43.0,69.0,10.0,-10.0,7.0,-12.600000000000023,-1.3999999999999986,-4.200000000000003,-4.0
447,2014-04-13,R4,Sydney,6,12,48,North Melbourne,13,13,91,S.C.G.,-43,2014,Regular,0.0,2014,Sydney,163.0,350.0,45.0,66.0,12.0,North Melbourne,172.0,389.0,46.0,48.0,4.0,-19.799999999999997,13.0,-5.400000000000034,2.200000000000003,2.6000000000000014,-1.8000000000000007
448,2014-04-13,R4,St Kilda,7,8,50,Adelaide,20,16,136,Docklands,-86,2014,Regular,0.0,2014,St Kilda,126.0,337.0,37.0,48.0,8.0,Adelaide,126.0,421.0,37.0,53.0,17.0,-0.5999999999999943,-4.0,35.39999999999998,-4.399999999999999,-1.2000000000000028,6.799999999999999
449,2014-04-13,R4,Fremantle,18,5,113,Essendon,9,6,60,Subiaco,53,2014,Regular,1.0,2014,Fremantle,146.0,392.0,39.0,45.0,7.0,Essendon,134.0,390.0,31.0,30.0,11.0,18.39999999999999,16.599999999999994,-9.399999999999977,-0.6000000000000014,-5.0,0.5999999999999996
450,2014-04-17,R5,Brisbane Lions,9,9,63,Richmond,15,16,106,Gabba,-43,2014,Regular,0.0,2014,Brisbane Lions,119.0,344.0,41.0,39.0,6.0,Richmond,125.0,372.0,45.0,57.0,15.0,-2.799999999999997,1.4000000000000057,-21.600000000000023,-2.6000000000000014,0.20000000000000284,-7.600000000000001
451,2014-04-19,R5,Collingwood,13,15,93,North Melbourne,8,10,58,M.C.G.,35,2014,Regular,1.0,2014,Collingwood,136.0,411.0,27.0,58.0,22.0,North Melbourne,115.0,379.0,31.0,40.0,7.0,-2.799999999999997,1.4000000000000057,8.199999999999989,-7.0,4.200000000000003,4.199999999999999
452,2014-04-19,R5,Sydney,13,14,92,Fremantle,11,9,75,S.C.G.,17,2014,Regular,1.0,2014,Sydney,145.0,398.0,32.0,45.0,10.0,Fremantle,144.0,351.0,43.0,48.0,6.0,-2.0,20.0,30.600000000000023,8.399999999999999,9.800000000000004,-1.0
453,2014-04-19,R5,Essendon,9,11,65,St Kilda,11,15,81,Docklands,-16,2014,Regular,0.0,2014,Essendon,120.0,410.0,30.0,44.0,9.0,St Kilda,122.0,405.0,34.0,42.0,14.0,24.400000000000006,-12.0,35.60000000000002,-3.6000000000000014,10.800000000000004,6.0
454,2014-04-19,R5,West Coast,7,14,56,Port Adelaide,10,10,70,Subiaco,-14,2014,Regular,0.0,2014,West Coast,150.0,380.0,39.0,41.0,3.0,Port Adelaide,143.0,368.0,34.0,63.0,8.0,-4.599999999999994,4.600000000000023,-8.600000000000023,-2.5999999999999943,-2.0,-1.200000000000001
455,2014-04-20,R5,Adelaide,21,11,137,GWS,10,12,72,Adelaide Oval,65,2014,Regular,1.0,2014,Adelaide,129.0,429.0,40.0,54.0,15.0,GWS,117.0,330.0,31.0,47.0,12.0,28.60000000000001,19.400000000000006,46.0,2.6000000000000014,16.4,3.799999999999999
456,2014-04-20,R5,Melbourne,11,12,78,Gold Coast,11,20,86,M.C.G.,-8,2014,Regular,0.0,2014,Melbourne,129.0,317.0,34.0,44.0,7.0,Gold Coast,131.0,338.0,43.0,47.0,17.0,-21.200000000000003,-12.200000000000017,16.80000000000001,-8.400000000000002,-5.200000000000003,-1.2000000000000002
457,2014-04-20,R5,Footscray,13,13,91,Carlton,18,11,119,Docklands,-28,2014,Regular,0.0,2014,Footscray,134.0,351.0,41.0,55.0,10.0,Carlton,150.0,346.0,43.0,50.0,17.0,15.200000000000003,1.5999999999999943,49.39999999999998,-0.7999999999999972,-2.200000000000003,0.0
458,2014-04-21,R5,Geelong,15,16,106,Hawthorn,12,15,87,M.C.G.,19,2014,Regular,1.0,2014,Geelong,144.0,329.0,37.0,52.0,20.0,Hawthorn,134.0,356.0,36.0,49.0,13.0,-8.599999999999994,11.0,14.600000000000023,-4.599999999999994,7.199999999999996,1.4000000000000004
459,2014-04-25,R6,Collingwood,12,11,83,Essendon,8,12,60,M.C.G.,23,2014,Regular,1.0,2014,Collingwood,153.0,354.0,39.0,45.0,8.0,Essendon,148.0,381.0,49.0,56.0,12.0,3.799999999999997,-7.0,-1.2000000000000455,-9.400000000000002,0.6000000000000014,5.800000000000001
460,2014-04-25,R6,St Kilda,11,13,79,Brisbane Lions,12,10,82,Wellington,-3,2014,Regular,0.0,2014,St Kilda,143.0,389.0,46.0,60.0,8.0,Brisbane Lions,137.0,338.0,45.0,57.0,5.0,11.600000000000009,14.199999999999989,66.19999999999999,-0.3999999999999986,10.600000000000001,7.399999999999999
461,2014-04-25,R6,Fremantle,8,13,61,North Melbourne,10,14,74,Subiaco,-13,2014,Regular,0.0,2014,Fremantle,146.0,360.0,42.0,55.0,8.0,North Melbourne,134.0,381.0,34.0,45.0,4.0,9.599999999999994,23.599999999999994,-7.800000000000011,3.1999999999999957,1.1999999999999957,-1.5999999999999996
462,2014-04-26,R6,Gold Coast,20,14,134,GWS,13,16,94,Carrara,40,2014,Regular,1.0,2014,Gold Coast,163.0,383.0,44.0,72.0,12.0,GWS,131.0,364.0,36.0,55.0,13.0,31.200000000000003,22.0,35.400000000000034,5.399999999999999,12.0,1.4000000000000004
463,2014-04-26,R6,Carlton,14,8,92,West Coast,12,17,89,Docklands,3,2014,Regular,1.0,2014,Carlton,138.0,384.0,42.0,53.0,11.0,West Coast,137.0,363.0,31.0,59.0,8.0,4.6000000000000085,11.400000000000006,-35.80000000000001,6.199999999999996,-0.6000000000000014,1.8000000000000007
464,2014-04-26,R6,Melbourne,5,8,38,Sydney,9,15,69,M.C.G.,-31,2014,Regular,0.0,2014,Melbourne,131.0,366.0,29.0,37.0,6.0,Sydney,136.0,402.0,35.0,57.0,11.0,-25.0,-17.599999999999994,-5.600000000000023,-6.399999999999999,-1.6000000000000014,-2.8000000000000007
465,2014-04-27,R6,Footscray,12,11,83,Adelaide,13,14,92,Docklands,-9,2014,Regular,0.0,2014,Footscray,147.0,375.0,36.0,47.0,14.0,Adelaide,141.0,349.0,32.0,49.0,11.0,-10.0,-0.19999999999998863,-15.0,1.2000000000000028,-6.600000000000001,0.5999999999999996
466,2014-04-27,R6,Richmond,7,10,52,Hawthorn,18,10,118,M.C.G.,-66,2014,Regular,0.0,2014,Richmond,118.0,364.0,32.0,45.0,10.0,Hawthorn,136.0,419.0,44.0,53.0,15.0,-21.39999999999999,1.200000000000017,0.5999999999999659,0.8000000000000043,-3.6000000000000014,-2.1999999999999993
467,2014-04-27,R6,Port Adelaide,16,11,107,Geelong,9,13,67,Adelaide Oval,40,2014,Regular,1.0,2014,Port Adelaide,139.0,390.0,42.0,49.0,17.0,Geelong,127.0,329.0,32.0,49.0,15.0,26.599999999999994,-10.599999999999994,27.80000000000001,-0.19999999999999574,0.20000000000000284,10.4
468,2014-05-02,R7,Carlton,10,10,70,Collingwood,14,20,104,M.C.G.,-34,2014,Regular,0.0,2014,Carlton,117.0,325.0,34.0,40.0,13.0,Collingwood,131.0,341.0,38.0,54.0,17.0,-3.4000000000000057,3.4000000000000057,-7.0,3.200000000000003,-5.399999999999999,-1.6000000000000014
469,2014-05-03,R7,Hawthorn,27,13,175,St Kilda,4,6,30,M.C.G.,145,2014,Regular,1.0,2014,Hawthorn,145.0,478.0,48.0,68.0,24.0,St Kilda,134.0,328.0,45.0,25.0,5.0,49.8,6.200000000000017,38.0,0.4000000000000057,15.0,7.4
470,2014-05-03,R7,GWS,15,7,97,Port Adelaide,20,12,132,Manuka Oval,-35,2014,Regular,0.0,2014,GWS,126.0,373.0,41.0,39.0,12.0,Port Adelaide,147.0,371.0,48.0,71.0,11.0,1.4000000000000057,5.400000000000006,-9.399999999999977,6.600000000000001,3.0,-3.1999999999999993
471,2014-05-03,R7,Adelaide,9,13,67,Melbourne,11,4,70,Adelaide Oval,-3,2014,Regular,0.0,2014,Adelaide,147.0,340.0,37.0,64.0,4.0,Melbourne,155.0,377.0,40.0,41.0,7.0,38.4,14.400000000000006,52.60000000000002,9.200000000000003,13.200000000000003,1.1999999999999993
472,2014-05-03,R7,Essendon,10,13,73,Footscray,9,11,65,Docklands,8,2014,Regular,1.0,2014,Essendon,117.0,335.0,34.0,46.0,8.0,Footscray,135.0,378.0,37.0,50.0,12.0,-8.200000000000003,-24.599999999999994,11.200000000000045,-7.600000000000001,-4.399999999999999,3.5999999999999996
473,2014-05-03,R7,Brisbane Lions,6,8,44,Sydney,18,15,123,Gabba,-79,2014,Regular,0.0,2014,Brisbane Lions,106.0,320.0,26.0,38.0,3.0,Sydney,141.0,428.0,38.0,62.0,18.0,13.400000000000006,-6.800000000000011,14.800000000000011,0.8000000000000043,4.399999999999999,-1.5999999999999996
474,2014-05-04,R7,North Melbourne,11,11,77,Gold Coast,18,12,120,Docklands,-43,2014,Regular,0.0,2014,North Melbourne,155.0,385.0,40.0,51.0,12.0,Gold Coast,163.0,390.0,37.0,59.0,13.0,12.0,2.5999999999999943,54.80000000000001,-1.3999999999999986,4.200000000000003,0.5999999999999996
475,2014-05-04,R7,Geelong,11,15,81,Richmond,12,4,76,M.C.G.,5,2014,Regular,1.0,2014,Geelong,140.0,341.0,44.0,58.0,5.0,Richmond,152.0,385.0,44.0,45.0,8.0,13.400000000000006,15.800000000000011,9.800000000000011,-5.399999999999999,6.199999999999996,0.40000000000000036
476,2014-05-04,R7,West Coast,7,12,54,Fremantle,11,7,73,Subiaco,-19,2014,Regular,0.0,2014,West Coast,114.0,307.0,28.0,37.0,4.0,Fremantle,131.0,418.0,33.0,44.0,10.0,-3.1999999999999886,11.600000000000023,24.19999999999999,2.3999999999999986,-3.8000000000000043,-3.8000000000000007
